
2079460006;

2079460230;
1;1;02079460230
2;1;02079460230
3;1;02079460230
4;1;02079460230
5;1;02079460230
6;1;02079460230
7;1;02079460230
8;1;02079460230
9;1;02079460230
10;1;02079460230
11;1;02079460230
12;1;02079460230
13;1;02079460230
14;1;02079460230
15;1;02079460230
16;1;02079460230

2079460231;
1;1;02079460231
2;1;02079460231
3;1;02079460231
4;1;02079460231
5;1;02079460231
6;1;02079460231
7;1;02079460231
8;1;02079460231
9;1;02079460231
10;1;02079460231
11;1;02079460231
12;1;02079460231
13;1;02079460231
14;1;02079460231
15;1;02079460231
16;1;02079460231

2079460232;
1;1;02079460232
2;1;02079460232
3;1;02079460232
4;1;02079460232
5;1;02079460232
6;1;02079460232
7;1;02079460232
8;1;02079460232
9;1;02079460232
10;1;02079460232
11;1;02079460232
12;1;02079460232
13;1;02079460232
14;1;02079460232
15;1;02079460232
16;1;02079460232

2079460233;
1;1;02079460233
2;1;02079460233
3;1;02079460233
4;1;02079460233
5;1;02079460233
6;1;02079460233
7;1;02079460233
8;1;02079460233
9;1;02079460233
10;1;02079460233
11;1;02079460233
12;1;02079460233
13;1;02079460233
14;1;02079460233
15;1;02079460233
16;1;02079460233

2079460234;
1;1;02079460234
2;1;02079460234
3;1;02079460234
4;1;02079460234
5;1;02079460234
6;1;02079460234
7;1;02079460234
8;1;02079460234
9;1;02079460234
10;1;02079460234
11;1;02079460234
12;1;02079460234
13;1;02079460234
14;1;02079460234
15;1;02079460234
16;1;02079460234

2079460235;
1;1;02079460235
2;1;02079460235
3;1;02079460235
4;1;02079460235
5;1;02079460235
6;1;02079460235
7;1;02079460235
8;1;02079460235
9;1;02079460235
10;1;02079460235
11;1;02079460235
12;1;02079460235
13;1;02079460235
14;1;02079460235
15;1;02079460235
16;1;02079460235

2079460236;
1;1;02079460236
2;1;02079460236
3;1;02079460236
4;1;02079460236
5;1;02079460236
6;1;02079460236
7;1;02079460236
8;1;02079460236
9;1;02079460236
10;1;02079460236
11;1;02079460236
12;1;02079460236
13;1;02079460236
14;1;02079460236
15;1;02079460236
16;1;02079460236

2079460237;
1;1;02079460237
2;1;02079460237
3;1;02079460237
4;1;02079460237
5;1;02079460237
6;1;02079460237
7;1;02079460237
8;1;02079460237
9;1;02079460237
10;1;02079460237
11;1;02079460237
12;1;02079460237
13;1;02079460237
14;1;02079460237
15;1;02079460237
16;1;02079460237

2079460238;
1;1;02079460238
2;1;02079460238
3;1;02079460238
4;1;02079460238
5;1;02079460238
6;1;02079460238
7;1;02079460238
8;1;02079460238
9;1;02079460238
10;1;02079460238
11;1;02079460238
12;1;02079460238
13;1;02079460238
14;1;02079460238
15;1;02079460238
16;1;02079460238

2079460239;
1;1;02079460239
2;1;02079460239
3;1;02079460239
4;1;02079460239
5;1;02079460239
6;1;02079460239
7;1;02079460239
8;1;02079460239
9;1;02079460239
10;1;02079460239
11;1;02079460239
12;1;02079460239
13;1;02079460239
14;1;02079460239
15;1;02079460239
16;1;02079460239

2079460240;
1;1;02079460240
2;1;02079460240
3;1;02079460240
4;1;02079460240
5;1;02079460240
6;1;02079460240
7;1;02079460240
8;1;02079460240
9;1;02079460240
10;1;02079460240
11;1;02079460240
12;1;02079460240
13;1;02079460240
14;1;02079460240
15;1;02079460240
16;1;02079460240

2079460241;
1;1;02079460241
2;1;02079460241
3;1;02079460241
4;1;02079460241
5;1;02079460241
6;1;02079460241
7;1;02079460241
8;1;02079460241
9;1;02079460241
10;1;02079460241
11;1;02079460241
12;1;02079460241
13;1;02079460241
14;1;02079460241
15;1;02079460241
16;1;02079460241

2079460242;
1;1;02079460242
2;1;02079460242
3;1;02079460242
4;1;02079460242
5;1;02079460242
6;1;02079460242
7;1;02079460242
8;1;02079460242
9;1;02079460242
10;1;02079460242
11;1;02079460242
12;1;02079460242
13;1;02079460242
14;1;02079460242
15;1;02079460242
16;1;02079460242

2079460243;
1;1;02079460243
2;1;02079460243
3;1;02079460243
4;1;02079460243
5;1;02079460243
6;1;02079460243
7;1;02079460243
8;1;02079460243
9;1;02079460243
10;1;02079460243
11;1;02079460243
12;1;02079460243
13;1;02079460243
14;1;02079460243
15;1;02079460243
16;1;02079460243

2079460244;
1;1;02079460244
2;1;02079460244
3;1;02079460244
4;1;02079460244
5;1;02079460244
6;1;02079460244
7;1;02079460244
8;1;02079460244
9;1;02079460244
10;1;02079460244
11;1;02079460244
12;1;02079460244
13;1;02079460244
14;1;02079460244
15;1;02079460244
16;1;02079460244

2079460245;
1;1;02079460245
2;1;02079460245
3;1;02079460245
4;1;02079460245
5;1;02079460245
6;1;02079460245
7;1;02079460245
8;1;02079460245
9;1;02079460245
10;1;02079460245
11;1;02079460245
12;1;02079460245
13;1;02079460245
14;1;02079460245
15;1;02079460245
16;1;02079460245

2079460246;
1;1;02079460246
2;1;02079460246
3;1;02079460246
4;1;02079460246
5;1;02079460246
6;1;02079460246
7;1;02079460246
8;1;02079460246
9;1;02079460246
10;1;02079460246
11;1;02079460246
12;1;02079460246
13;1;02079460246
14;1;02079460246
15;1;02079460246
16;1;02079460246

2079460247;
1;1;02079460247
2;1;02079460247
3;1;02079460247
4;1;02079460247
5;1;02079460247
6;1;02079460247
7;1;02079460247
8;1;02079460247
9;1;02079460247
10;1;02079460247
11;1;02079460247
12;1;02079460247
13;1;02079460247
14;1;02079460247
15;1;02079460247
16;1;02079460247

2079460248;
1;1;02079460248
2;1;02079460248
3;1;02079460248
4;1;02079460248
5;1;02079460248
6;1;02079460248
7;1;02079460248
8;1;02079460248
9;1;02079460248
10;1;02079460248
11;1;02079460248
12;1;02079460248
13;1;02079460248
14;1;02079460248
15;1;02079460248
16;1;02079460248

2079460249;
1;1;02079460249
2;1;02079460249
3;1;02079460249
4;1;02079460249
5;1;02079460249
6;1;02079460249
7;1;02079460249
8;1;02079460249
9;1;02079460249
10;1;02079460249
11;1;02079460249
12;1;02079460249
13;1;02079460249
14;1;02079460249
15;1;02079460249
16;1;02079460249

2079460250;
1;1;02079460250
2;1;02079460250
3;1;02079460250
4;1;02079460250
5;1;02079460250
6;1;02079460250
7;1;02079460250
8;1;02079460250
9;1;02079460250
10;1;02079460250
11;1;02079460250
12;1;02079460250
13;1;02079460250
14;1;02079460250
15;1;02079460250
16;1;02079460250

2079460251;
1;1;02079460251
2;1;02079460251
3;1;02079460251
4;1;02079460251
5;1;02079460251
6;1;02079460251
7;1;02079460251
8;1;02079460251
9;1;02079460251
10;1;02079460251
11;1;02079460251
12;1;02079460251
13;1;02079460251
14;1;02079460251
15;1;02079460251
16;1;02079460251

2079460252;
1;1;02079460252
2;1;02079460252
3;1;02079460252
4;1;02079460252
5;1;02079460252
6;1;02079460252
7;1;02079460252
8;1;02079460252
9;1;02079460252
10;1;02079460252
11;1;02079460252
12;1;02079460252
13;1;02079460252
14;1;02079460252
15;1;02079460252
16;1;02079460252

2079460253;
1;1;02079460253
2;1;02079460253
3;1;02079460253
4;1;02079460253
5;1;02079460253
6;1;02079460253
7;1;02079460253
8;1;02079460253
9;1;02079460253
10;1;02079460253
11;1;02079460253
12;1;02079460253
13;1;02079460253
14;1;02079460253
15;1;02079460253
16;1;02079460253

2079460254;
1;1;02079460254
2;1;02079460254
3;1;02079460254
4;1;02079460254
5;1;02079460254
6;1;02079460254
7;1;02079460254
8;1;02079460254
9;1;02079460254
10;1;02079460254
11;1;02079460254
12;1;02079460254
13;1;02079460254
14;1;02079460254
15;1;02079460254
16;1;02079460254

2079460255;
1;1;02079460255
2;1;02079460255
3;1;02079460255
4;1;02079460255
5;1;02079460255
6;1;02079460255
7;1;02079460255
8;1;02079460255
9;1;02079460255
10;1;02079460255
11;1;02079460255
12;1;02079460255
13;1;02079460255
14;1;02079460255
15;1;02079460255
16;1;02079460255

2079460256;
1;1;02079460256
2;1;02079460256
3;1;02079460256
4;1;02079460256
5;1;02079460256
6;1;02079460256
7;1;02079460256
8;1;02079460256
9;1;02079460256
10;1;02079460256
11;1;02079460256
12;1;02079460256
13;1;02079460256
14;1;02079460256
15;1;02079460256
16;1;02079460256

2079460257;
1;1;02079460257
2;1;02079460257
3;1;02079460257
4;1;02079460257
5;1;02079460257
6;1;02079460257
7;1;02079460257
8;1;02079460257
9;1;02079460257
10;1;02079460257
11;1;02079460257
12;1;02079460257
13;1;02079460257
14;1;02079460257
15;1;02079460257
16;1;02079460257

2079460258;
1;1;02079460258
2;1;02079460258
3;1;02079460258
4;1;02079460258
5;1;02079460258
6;1;02079460258
7;1;02079460258
8;1;02079460258
9;1;02079460258
10;1;02079460258
11;1;02079460258
12;1;02079460258
13;1;02079460258
14;1;02079460258
15;1;02079460258
16;1;02079460258

2079460259;
1;1;02079460259
2;1;02079460259
3;1;02079460259
4;1;02079460259
5;1;02079460259
6;1;02079460259
7;1;02079460259
8;1;02079460259
9;1;02079460259
10;1;02079460259
11;1;02079460259
12;1;02079460259
13;1;02079460259
14;1;02079460259
15;1;02079460259
16;1;02079460259

2079460260;
1;1;02079460260
2;1;02079460260
3;1;02079460260
4;1;02079460260
5;1;02079460260
6;1;02079460260
7;1;02079460260
8;1;02079460260
9;1;02079460260
10;1;02079460260
11;1;02079460260
12;1;02079460260
13;1;02079460260
14;1;02079460260
15;1;02079460260
16;1;02079460260

2079460261;
1;1;02079460261
2;1;02079460261
3;1;02079460261
4;1;02079460261
5;1;02079460261
6;1;02079460261
7;1;02079460261
8;1;02079460261
9;1;02079460261
10;1;02079460261
11;1;02079460261
12;1;02079460261
13;1;02079460261
14;1;02079460261
15;1;02079460261
16;1;02079460261

2079460262;
1;1;02079460262
2;1;02079460262
3;1;02079460262
4;1;02079460262
5;1;02079460262
6;1;02079460262
7;1;02079460262
8;1;02079460262
9;1;02079460262
10;1;02079460262
11;1;02079460262
12;1;02079460262
13;1;02079460262
14;1;02079460262
15;1;02079460262
16;1;02079460262

2079460263;
1;1;02079460263
2;1;02079460263
3;1;02079460263
4;1;02079460263
5;1;02079460263
6;1;02079460263
7;1;02079460263
8;1;02079460263
9;1;02079460263
10;1;02079460263
11;1;02079460263
12;1;02079460263
13;1;02079460263
14;1;02079460263
15;1;02079460263
16;1;02079460263

2079460264;
1;1;02079460264
2;1;02079460264
3;1;02079460264
4;1;02079460264
5;1;02079460264
6;1;02079460264
7;1;02079460264
8;1;02079460264
9;1;02079460264
10;1;02079460264
11;1;02079460264
12;1;02079460264
13;1;02079460264
14;1;02079460264
15;1;02079460264
16;1;02079460264

2079460265;
1;1;02079460265
2;1;02079460265
3;1;02079460265
4;1;02079460265
5;1;02079460265
6;1;02079460265
7;1;02079460265
8;1;02079460265
9;1;02079460265
10;1;02079460265
11;1;02079460265
12;1;02079460265
13;1;02079460265
14;1;02079460265
15;1;02079460265
16;1;02079460265

2079460266;
1;1;02079460266
2;1;02079460266
3;1;02079460266
4;1;02079460266
5;1;02079460266
6;1;02079460266
7;1;02079460266
8;1;02079460266
9;1;02079460266
10;1;02079460266
11;1;02079460266
12;1;02079460266
13;1;02079460266
14;1;02079460266
15;1;02079460266
16;1;02079460266

2079460267;
1;1;02079460267
2;1;02079460267
3;1;02079460267
4;1;02079460267
5;1;02079460267
6;1;02079460267
7;1;02079460267
8;1;02079460267
9;1;02079460267
10;1;02079460267
11;1;02079460267
12;1;02079460267
13;1;02079460267
14;1;02079460267
15;1;02079460267
16;1;02079460267

2079460268;
1;1;02079460268
2;1;02079460268
3;1;02079460268
4;1;02079460268
5;1;02079460268
6;1;02079460268
7;1;02079460268
8;1;02079460268
9;1;02079460268
10;1;02079460268
11;1;02079460268
12;1;02079460268
13;1;02079460268
14;1;02079460268
15;1;02079460268
16;1;02079460268

2079460269;
1;1;02079460269
2;1;02079460269
3;1;02079460269
4;1;02079460269
5;1;02079460269
6;1;02079460269
7;1;02079460269
8;1;02079460269
9;1;02079460269
10;1;02079460269
11;1;02079460269
12;1;02079460269
13;1;02079460269
14;1;02079460269
15;1;02079460269
16;1;02079460269

2079460270;
1;1;02079460270
2;1;02079460270
3;1;02079460270
4;1;02079460270
5;1;02079460270
6;1;02079460270
7;1;02079460270
8;1;02079460270
9;1;02079460270
10;1;02079460270
11;1;02079460270
12;1;02079460270
13;1;02079460270
14;1;02079460270
15;1;02079460270
16;1;02079460270

2079460271;
1;1;02079460271
2;1;02079460271
3;1;02079460271
4;1;02079460271
5;1;02079460271
6;1;02079460271
7;1;02079460271
8;1;02079460271
9;1;02079460271
10;1;02079460271
11;1;02079460271
12;1;02079460271
13;1;02079460271
14;1;02079460271
15;1;02079460271
16;1;02079460271

2079460272;
1;1;02079460272
2;1;02079460272
3;1;02079460272
4;1;02079460272
5;1;02079460272
6;1;02079460272
7;1;02079460272
8;1;02079460272
9;1;02079460272
10;1;02079460272
11;1;02079460272
12;1;02079460272
13;1;02079460272
14;1;02079460272
15;1;02079460272
16;1;02079460272

2079460273;
1;1;02079460273
2;1;02079460273
3;1;02079460273
4;1;02079460273
5;1;02079460273
6;1;02079460273
7;1;02079460273
8;1;02079460273
9;1;02079460273
10;1;02079460273
11;1;02079460273
12;1;02079460273
13;1;02079460273
14;1;02079460273
15;1;02079460273
16;1;02079460273

2079460274;
1;1;02079460274
2;1;02079460274
3;1;02079460274
4;1;02079460274
5;1;02079460274
6;1;02079460274
7;1;02079460274
8;1;02079460274
9;1;02079460274
10;1;02079460274
11;1;02079460274
12;1;02079460274
13;1;02079460274
14;1;02079460274
15;1;02079460274
16;1;02079460274

2079460275;
1;1;02079460275
2;1;02079460275
3;1;02079460275
4;1;02079460275
5;1;02079460275
6;1;02079460275
7;1;02079460275
8;1;02079460275
9;1;02079460275
10;1;02079460275
11;1;02079460275
12;1;02079460275
13;1;02079460275
14;1;02079460275
15;1;02079460275
16;1;02079460275

2079460276;
1;1;02079460276
2;1;02079460276
3;1;02079460276
4;1;02079460276
5;1;02079460276
6;1;02079460276
7;1;02079460276
8;1;02079460276
9;1;02079460276
10;1;02079460276
11;1;02079460276
12;1;02079460276
13;1;02079460276
14;1;02079460276
15;1;02079460276
16;1;02079460276

2079460277;
1;1;02079460277
2;1;02079460277
3;1;02079460277
4;1;02079460277
5;1;02079460277
6;1;02079460277
7;1;02079460277
8;1;02079460277
9;1;02079460277
10;1;02079460277
11;1;02079460277
12;1;02079460277
13;1;02079460277
14;1;02079460277
15;1;02079460277
16;1;02079460277

2079460278;
1;1;02079460278
2;1;02079460278
3;1;02079460278
4;1;02079460278
5;1;02079460278
6;1;02079460278
7;1;02079460278
8;1;02079460278
9;1;02079460278
10;1;02079460278
11;1;02079460278
12;1;02079460278
13;1;02079460278
14;1;02079460278
15;1;02079460278
16;1;02079460278

2079460279;
1;1;02079460279
2;1;02079460279
3;1;02079460279
4;1;02079460279
5;1;02079460279
6;1;02079460279
7;1;02079460279
8;1;02079460279
9;1;02079460279
10;1;02079460279
11;1;02079460279
12;1;02079460279
13;1;02079460279
14;1;02079460279
15;1;02079460279
16;1;02079460279

2079460280;
1;1;02079460280
2;1;02079460280
3;1;02079460280
4;1;02079460280
5;1;02079460280
6;1;02079460280
7;1;02079460280
8;1;02079460280
9;1;02079460280
10;1;02079460280
11;1;02079460280
12;1;02079460280
13;1;02079460280
14;1;02079460280
15;1;02079460280
16;1;02079460280

2079460281;
1;1;02079460281
2;1;02079460281
3;1;02079460281
4;1;02079460281
5;1;02079460281
6;1;02079460281
7;1;02079460281
8;1;02079460281
9;1;02079460281
10;1;02079460281
11;1;02079460281
12;1;02079460281
13;1;02079460281
14;1;02079460281
15;1;02079460281
16;1;02079460281

2079460282;
1;1;02079460282
2;1;02079460282
3;1;02079460282
4;1;02079460282
5;1;02079460282
6;1;02079460282
7;1;02079460282
8;1;02079460282
9;1;02079460282
10;1;02079460282
11;1;02079460282
12;1;02079460282
13;1;02079460282
14;1;02079460282
15;1;02079460282
16;1;02079460282

2079460283;
1;1;02079460283
2;1;02079460283
3;1;02079460283
4;1;02079460283
5;1;02079460283
6;1;02079460283
7;1;02079460283
8;1;02079460283
9;1;02079460283
10;1;02079460283
11;1;02079460283
12;1;02079460283
13;1;02079460283
14;1;02079460283
15;1;02079460283
16;1;02079460283

2079460284;
1;1;02079460284
2;1;02079460284
3;1;02079460284
4;1;02079460284
5;1;02079460284
6;1;02079460284
7;1;02079460284
8;1;02079460284
9;1;02079460284
10;1;02079460284
11;1;02079460284
12;1;02079460284
13;1;02079460284
14;1;02079460284
15;1;02079460284
16;1;02079460284

2079460285;
1;1;02079460285
2;1;02079460285
3;1;02079460285
4;1;02079460285
5;1;02079460285
6;1;02079460285
7;1;02079460285
8;1;02079460285
9;1;02079460285
10;1;02079460285
11;1;02079460285
12;1;02079460285
13;1;02079460285
14;1;02079460285
15;1;02079460285
16;1;02079460285

2079460286;
1;1;02079460286
2;1;02079460286
3;1;02079460286
4;1;02079460286
5;1;02079460286
6;1;02079460286
7;1;02079460286
8;1;02079460286
9;1;02079460286
10;1;02079460286
11;1;02079460286
12;1;02079460286
13;1;02079460286
14;1;02079460286
15;1;02079460286
16;1;02079460286

2079460287;
1;1;02079460287
2;1;02079460287
3;1;02079460287
4;1;02079460287
5;1;02079460287
6;1;02079460287
7;1;02079460287
8;1;02079460287
9;1;02079460287
10;1;02079460287
11;1;02079460287
12;1;02079460287
13;1;02079460287
14;1;02079460287
15;1;02079460287
16;1;02079460287

2079460288;
1;1;02079460288
2;1;02079460288
3;1;02079460288
4;1;02079460288
5;1;02079460288
6;1;02079460288
7;1;02079460288
8;1;02079460288
9;1;02079460288
10;1;02079460288
11;1;02079460288
12;1;02079460288
13;1;02079460288
14;1;02079460288
15;1;02079460288
16;1;02079460288

2079460289;
1;1;02079460289
2;1;02079460289
3;1;02079460289
4;1;02079460289
5;1;02079460289
6;1;02079460289
7;1;02079460289
8;1;02079460289
9;1;02079460289
10;1;02079460289
11;1;02079460289
12;1;02079460289
13;1;02079460289
14;1;02079460289
15;1;02079460289
16;1;02079460289

2079460290;
1;1;02079460290
2;1;02079460290
3;1;02079460290
4;1;02079460290
5;1;02079460290
6;1;02079460290
7;1;02079460290
8;1;02079460290
9;1;02079460290
10;1;02079460290
11;1;02079460290
12;1;02079460290
13;1;02079460290
14;1;02079460290
15;1;02079460290
16;1;02079460290

2079460291;
1;1;02079460291
2;1;02079460291
3;1;02079460291
4;1;02079460291
5;1;02079460291
6;1;02079460291
7;1;02079460291
8;1;02079460291
9;1;02079460291
10;1;02079460291
11;1;02079460291
12;1;02079460291
13;1;02079460291
14;1;02079460291
15;1;02079460291
16;1;02079460291

2079460292;
1;1;02079460292
2;1;02079460292
3;1;02079460292
4;1;02079460292
5;1;02079460292
6;1;02079460292
7;1;02079460292
8;1;02079460292
9;1;02079460292
10;1;02079460292
11;1;02079460292
12;1;02079460292
13;1;02079460292
14;1;02079460292
15;1;02079460292
16;1;02079460292

2079460293;
1;1;02079460293
2;1;02079460293
3;1;02079460293
4;1;02079460293
5;1;02079460293
6;1;02079460293
7;1;02079460293
8;1;02079460293
9;1;02079460293
10;1;02079460293
11;1;02079460293
12;1;02079460293
13;1;02079460293
14;1;02079460293
15;1;02079460293
16;1;02079460293

2079460294;
1;1;02079460294
2;1;02079460294
3;1;02079460294
4;1;02079460294
5;1;02079460294
6;1;02079460294
7;1;02079460294
8;1;02079460294
9;1;02079460294
10;1;02079460294
11;1;02079460294
12;1;02079460294
13;1;02079460294
14;1;02079460294
15;1;02079460294
16;1;02079460294

2079460295;
1;1;02079460295
2;1;02079460295
3;1;02079460295
4;1;02079460295
5;1;02079460295
6;1;02079460295
7;1;02079460295
8;1;02079460295
9;1;02079460295
10;1;02079460295
11;1;02079460295
12;1;02079460295
13;1;02079460295
14;1;02079460295
15;1;02079460295
16;1;02079460295

2079460296;
1;1;02079460296
2;1;02079460296
3;1;02079460296
4;1;02079460296
5;1;02079460296
6;1;02079460296
7;1;02079460296
8;1;02079460296
9;1;02079460296
10;1;02079460296
11;1;02079460296
12;1;02079460296
13;1;02079460296
14;1;02079460296
15;1;02079460296
16;1;02079460296

2079460297;
1;1;02079460297
2;1;02079460297
3;1;02079460297
4;1;02079460297
5;1;02079460297
6;1;02079460297
7;1;02079460297
8;1;02079460297
9;1;02079460297
10;1;02079460297
11;1;02079460297
12;1;02079460297
13;1;02079460297
14;1;02079460297
15;1;02079460297
16;1;02079460297

2079460298;
1;1;02079460298
2;1;02079460298
3;1;02079460298
4;1;02079460298
5;1;02079460298
6;1;02079460298
7;1;02079460298
8;1;02079460298
9;1;02079460298
10;1;02079460298
11;1;02079460298
12;1;02079460298
13;1;02079460298
14;1;02079460298
15;1;02079460298
16;1;02079460298

2079460299;
1;1;02079460299
2;1;02079460299
3;1;02079460299
4;1;02079460299
5;1;02079460299
6;1;02079460299
7;1;02079460299
8;1;02079460299
9;1;02079460299
10;1;02079460299
11;1;02079460299
12;1;02079460299
13;1;02079460299
14;1;02079460299
15;1;02079460299
16;1;02079460299

2079460300;
1;1;02079460300
2;1;02079460300
3;1;02079460300
4;1;02079460300
5;1;02079460300
6;1;02079460300
7;1;02079460300
8;1;02079460300
9;1;02079460300
10;1;02079460300
11;1;02079460300
12;1;02079460300
13;1;02079460300
14;1;02079460300
15;1;02079460300
16;1;02079460300

2079460301;
1;1;02079460301
2;1;02079460301
3;1;02079460301
4;1;02079460301
5;1;02079460301
6;1;02079460301
7;1;02079460301
8;1;02079460301
9;1;02079460301
10;1;02079460301
11;1;02079460301
12;1;02079460301
13;1;02079460301
14;1;02079460301
15;1;02079460301
16;1;02079460301

2079460302;
1;1;02079460302
2;1;02079460302
3;1;02079460302
4;1;02079460302
5;1;02079460302
6;1;02079460302
7;1;02079460302
8;1;02079460302
9;1;02079460302
10;1;02079460302
11;1;02079460302
12;1;02079460302
13;1;02079460302
14;1;02079460302
15;1;02079460302
16;1;02079460302

2079460303;
1;1;02079460303
2;1;02079460303
3;1;02079460303
4;1;02079460303
5;1;02079460303
6;1;02079460303
7;1;02079460303
8;1;02079460303
9;1;02079460303
10;1;02079460303
11;1;02079460303
12;1;02079460303
13;1;02079460303
14;1;02079460303
15;1;02079460303
16;1;02079460303

2079460304;
1;1;02079460304
2;1;02079460304
3;1;02079460304
4;1;02079460304
5;1;02079460304
6;1;02079460304
7;1;02079460304
8;1;02079460304
9;1;02079460304
10;1;02079460304
11;1;02079460304
12;1;02079460304
13;1;02079460304
14;1;02079460304
15;1;02079460304
16;1;02079460304

2079460305;
1;1;02079460305
2;1;02079460305
3;1;02079460305
4;1;02079460305
5;1;02079460305
6;1;02079460305
7;1;02079460305
8;1;02079460305
9;1;02079460305
10;1;02079460305
11;1;02079460305
12;1;02079460305
13;1;02079460305
14;1;02079460305
15;1;02079460305
16;1;02079460305

2079460306;
1;1;02079460306
2;1;02079460306
3;1;02079460306
4;1;02079460306
5;1;02079460306
6;1;02079460306
7;1;02079460306
8;1;02079460306
9;1;02079460306
10;1;02079460306
11;1;02079460306
12;1;02079460306
13;1;02079460306
14;1;02079460306
15;1;02079460306
16;1;02079460306

2079460307;
1;1;02079460307
2;1;02079460307
3;1;02079460307
4;1;02079460307
5;1;02079460307
6;1;02079460307
7;1;02079460307
8;1;02079460307
9;1;02079460307
10;1;02079460307
11;1;02079460307
12;1;02079460307
13;1;02079460307
14;1;02079460307
15;1;02079460307
16;1;02079460307

2079460308;
1;1;02079460308
2;1;02079460308
3;1;02079460308
4;1;02079460308
5;1;02079460308
6;1;02079460308
7;1;02079460308
8;1;02079460308
9;1;02079460308
10;1;02079460308
11;1;02079460308
12;1;02079460308
13;1;02079460308
14;1;02079460308
15;1;02079460308
16;1;02079460308

2079460309;
1;1;02079460309
2;1;02079460309
3;1;02079460309
4;1;02079460309
5;1;02079460309
6;1;02079460309
7;1;02079460309
8;1;02079460309
9;1;02079460309
10;1;02079460309
11;1;02079460309
12;1;02079460309
13;1;02079460309
14;1;02079460309
15;1;02079460309
16;1;02079460309

2079460310;
1;1;02079460310
2;1;02079460310
3;1;02079460310
4;1;02079460310
5;1;02079460310
6;1;02079460310
7;1;02079460310
8;1;02079460310
9;1;02079460310
10;1;02079460310
11;1;02079460310
12;1;02079460310
13;1;02079460310
14;1;02079460310
15;1;02079460310
16;1;02079460310

2079460311;
1;1;02079460311
2;1;02079460311
3;1;02079460311
4;1;02079460311
5;1;02079460311
6;1;02079460311
7;1;02079460311
8;1;02079460311
9;1;02079460311
10;1;02079460311
11;1;02079460311
12;1;02079460311
13;1;02079460311
14;1;02079460311
15;1;02079460311
16;1;02079460311

2079460312;
1;1;02079460312
2;1;02079460312
3;1;02079460312
4;1;02079460312
5;1;02079460312
6;1;02079460312
7;1;02079460312
8;1;02079460312
9;1;02079460312
10;1;02079460312
11;1;02079460312
12;1;02079460312
13;1;02079460312
14;1;02079460312
15;1;02079460312
16;1;02079460312

2079460313;
1;1;02079460313
2;1;02079460313
3;1;02079460313
4;1;02079460313
5;1;02079460313
6;1;02079460313
7;1;02079460313
8;1;02079460313
9;1;02079460313
10;1;02079460313
11;1;02079460313
12;1;02079460313
13;1;02079460313
14;1;02079460313
15;1;02079460313
16;1;02079460313

2079460314;
1;1;02079460314
2;1;02079460314
3;1;02079460314
4;1;02079460314
5;1;02079460314
6;1;02079460314
7;1;02079460314
8;1;02079460314
9;1;02079460314
10;1;02079460314
11;1;02079460314
12;1;02079460314
13;1;02079460314
14;1;02079460314
15;1;02079460314
16;1;02079460314

2079460315;
1;1;02079460315
2;1;02079460315
3;1;02079460315
4;1;02079460315
5;1;02079460315
6;1;02079460315
7;1;02079460315
8;1;02079460315
9;1;02079460315
10;1;02079460315
11;1;02079460315
12;1;02079460315
13;1;02079460315
14;1;02079460315
15;1;02079460315
16;1;02079460315

2079460316;
1;1;02079460316
2;1;02079460316
3;1;02079460316
4;1;02079460316
5;1;02079460316
6;1;02079460316
7;1;02079460316
8;1;02079460316
9;1;02079460316
10;1;02079460316
11;1;02079460316
12;1;02079460316
13;1;02079460316
14;1;02079460316
15;1;02079460316
16;1;02079460316

2079460317;
1;1;02079460317
2;1;02079460317
3;1;02079460317
4;1;02079460317
5;1;02079460317
6;1;02079460317
7;1;02079460317
8;1;02079460317
9;1;02079460317
10;1;02079460317
11;1;02079460317
12;1;02079460317
13;1;02079460317
14;1;02079460317
15;1;02079460317
16;1;02079460317

2079460318;
1;1;02079460318
2;1;02079460318
3;1;02079460318
4;1;02079460318
5;1;02079460318
6;1;02079460318
7;1;02079460318
8;1;02079460318
9;1;02079460318
10;1;02079460318
11;1;02079460318
12;1;02079460318
13;1;02079460318
14;1;02079460318
15;1;02079460318
16;1;02079460318

2079460319;
1;1;02079460319
2;1;02079460319
3;1;02079460319
4;1;02079460319
5;1;02079460319
6;1;02079460319
7;1;02079460319
8;1;02079460319
9;1;02079460319
10;1;02079460319
11;1;02079460319
12;1;02079460319
13;1;02079460319
14;1;02079460319
15;1;02079460319
16;1;02079460319

2079460320;
1;1;02079460320
2;1;02079460320
3;1;02079460320
4;1;02079460320
5;1;02079460320
6;1;02079460320
7;1;02079460320
8;1;02079460320
9;1;02079460320
10;1;02079460320
11;1;02079460320
12;1;02079460320
13;1;02079460320
14;1;02079460320
15;1;02079460320
16;1;02079460320

2079460321;
1;1;02079460321
2;1;02079460321
3;1;02079460321
4;1;02079460321
5;1;02079460321
6;1;02079460321
7;1;02079460321
8;1;02079460321
9;1;02079460321
10;1;02079460321
11;1;02079460321
12;1;02079460321
13;1;02079460321
14;1;02079460321
15;1;02079460321
16;1;02079460321

2079460322;
1;1;02079460322
2;1;02079460322
3;1;02079460322
4;1;02079460322
5;1;02079460322
6;1;02079460322
7;1;02079460322
8;1;02079460322
9;1;02079460322
10;1;02079460322
